cf_id,contact_id,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
113,3336,Expanded optimal pricing structure,8300,8317,successful,297,US,USD,2020-09-13,2021-04-30,cat3,subcat9
2609,3305,Down-sized uniform ability,6900,10557,successful,123,US,USD,2020-12-02,2021-03-22,cat6,subcat14
2529,6191,Multi-layered upward-trending conglomeration,8700,3227,canceled,38,DK,DKK,2021-04-14,2021-07-10,cat4,subcat4
1780,1326,Open-architected systematic intranet,123600,5429,canceled,60,US,USD,2021-07-16,2021-08-17,cat2,subcat2
1840,6159,Proactive 24hour frame,48500,75906,successful,3036,US,USD,2021-04-10,2021-07-20,cat5,subcat5
2280,2003,Exclusive fresh-thinking model,4900,13250,successful,144,AU,AUD,2020-11-16,2021-09-14,cat4,subcat4
3150,5881,Business-focused encompassing intranet,8400,11261,successful,121,GB,GBP,2020-10-22,2021-10-11,cat4,subcat4
2490,1918,Optional 6thgeneration access,193200,97369,failed,1596,US,USD,2020-12-08,2021-07-28,cat7,subcat21
3081,2157,Realigned web-enabled functionalities,54300,48227,canceled,524,US,USD,2020-11-25,2021-04-07,cat4,subcat4
1954,3149,Enterprise-wide multimedia software,8900,14685,successful,181,US,USD,2021-05-01,2021-10-20,cat3,subcat3
2560,2444,Versatile mission-critical knowledgebase,4200,735,failed,10,US,USD,2021-01-24,2021-04-13,cat4,subcat4
1071,6207,Multi-lateral object-oriented open system,5600,10397,successful,122,US,USD,2021-12-09,2022-02-02,cat5,subcat7
1649,5580,Visionary system-worthy attitude,28800,118847,successful,1071,CA,CAD,2021-09-05,2022-02-22,cat3,subcat9
685,5942,Synergized content-based hierarchy,8000,7220,canceled,219,US,USD,2021-06-06,2021-07-08,cat3,subcat3
1069,1592,Business-focused 24hour access,117000,107622,failed,1121,US,USD,2021-05-24,2021-12-31,cat2,subcat2
1277,2344,Automated hybrid orchestration,15800,83267,successful,980,US,USD,2021-04-01,2022-01-01,cat2,subcat17
2764,5995,Exclusive 5thgeneration leverage,4200,13404,successful,536,US,USD,2021-07-13,2021-09-17,cat4,subcat4
959,5022,Grass-roots zero administration alliance,37100,131404,successful,1991,US,USD,2020-12-17,2021-03-21,cat8,subcat15
1746,5991,Proactive heuristic orchestration,7700,2533,canceled,29,US,USD,2020-09-21,2021-01-10,cat6,subcat10
2392,4020,Function-based systematic Graphical User Interface,3700,5028,successful,180,US,USD,2021-07-22,2022-01-03,cat2,subcat8
2762,6028,Extended zero administration software,74700,1557,failed,15,US,USD,2021-03-23,2021-06-16,cat4,subcat4
1699,2790,Multi-tiered discrete support,10000,6100,failed,191,US,USD,2020-12-02,2021-05-28,cat2,subcat8
220,4033,Phased system-worthy conglomeration,5300,1592,failed,16,US,USD,2020-01-15,2021-02-03,cat4,subcat4
285,1261,Balanced mobile alliance,1200,14150,successful,130,US,USD,2020-07-12,2021-07-10,cat4,subcat4
2182,1979,Reactive solution-oriented groupware,1200,13513,successful,122,US,USD,2021-03-30,2021-07-15,cat2,subcat6
2244,2122,Exclusive bandwidth-monitored orchestration,3900,504,failed,17,US,USD,2021-07-27,2021-09-17,cat4,subcat4
2357,4506,Intuitive exuding initiative,2000,14240,successful,140,US,USD,2020-10-12,2021-11-30,cat4,subcat4
971,3016,Streamlined needs-based knowledge user,6900,2091,failed,34,US,USD,2020-07-21,2021-06-11,cat3,subcat9
2077,3272,Automated system-worthy structure,55800,118580,successful,3388,US,USD,2020-12-25,2021-08-06,cat3,subcat3
2197,1375,Secured clear-thinking intranet,4900,11214,successful,280,US,USD,2021-02-25,2021-04-28,cat4,subcat4
1294,4014,Cloned actuating architecture,194900,68137,canceled,614,US,USD,2020-07-13,2021-06-20,cat5,subcat11
1111,3199,Down-sized needs-based task-force,8600,13527,successful,366,IT,EUR,2020-08-20,2021-04-08,cat3,subcat9
985,2184,Extended responsive Internet solution,100,1,failed,1,GB,GBP,2021-06-11,2021-06-28,cat2,subcat6
487,2170,Universal value-added moderator,3600,8363,successful,270,US,USD,2021-03-08,2021-07-22,cat6,subcat10
1496,1478,Sharable motivating emulation,5800,5362,canceled,114,US,USD,2020-12-24,2021-08-29,cat4,subcat4
3054,6163,Networked web-enabled product,4700,12065,successful,137,US,USD,2021-06-10,2022-01-08,cat8,subcat15
501,1889,Advanced dedicated encoding,70400,118603,successful,3205,US,USD,2020-09-01,2021-07-09,cat4,subcat4
632,5912,Stand-alone multi-state project,4500,7496,successful,288,DK,DKK,2021-03-17,2021-08-10,cat4,subcat4
1253,2537,Customizable bi-directional monitoring,1300,10037,successful,148,US,USD,2021-01-23,2021-11-08,cat4,subcat4
665,2118,Profit-focused motivating function,1400,5696,successful,114,US,USD,2020-05-20,2021-03-06,cat5,subcat7
2505,3234,Proactive systemic firmware,29600,167005,successful,1518,CA,CAD,2021-11-02,2021-11-10,cat2,subcat2
1519,3842,Grass-roots upward-trending installation,167500,114615,failed,1274,US,USD,2020-01-19,2021-03-14,cat2,subcat6
1920,3032,Virtual heuristic hub,48300,16592,failed,210,IT,EUR,2021-08-21,2021-11-19,cat7,subcat12
2782,3238,Customizable leadingedge model,2200,14420,successful,166,US,USD,2021-07-03,2021-07-22,cat2,subcat2
2089,2059,Upgradable uniform service-desk,3500,6204,successful,100,AU,AUD,2021-04-22,2021-07-19,cat2,subcat18
2607,5238,Inverse client-driven product,5600,6338,successful,235,US,USD,2020-07-22,2021-07-15,cat4,subcat4
2464,2578,Managed bandwidth-monitored system engine,1100,8010,successful,148,US,USD,2021-09-27,2021-11-24,cat2,subcat2
335,4789,Advanced transitional help-desk,3900,8125,successful,198,US,USD,2020-09-05,2021-04-21,cat2,subcat8
1973,2357,De-engineered disintermediate encryption,43800,13653,failed,248,AU,AUD,2021-01-26,2022-01-18,cat5,subcat23
1006,1235,Upgradable attitude-oriented project,97200,55372,failed,513,US,USD,2020-12-17,2021-05-27,cat6,subcat19
2678,3558,Fundamental zero tolerance alliance,4800,11088,successful,150,US,USD,2020-10-01,2021-08-11,cat4,subcat4
2103,1707,Devolved 24hour forecast,125600,109106,failed,3410,US,USD,2021-01-26,2021-01-30,cat7,subcat12
627,2842,User-centric attitude-oriented intranet,4300,11642,successful,216,IT,EUR,2021-02-17,2021-06-02,cat4,subcat4
2242,5318,Self-enabling 5thgeneration paradigm,5600,2769,canceled,26,US,USD,2020-07-04,2021-02-14,cat4,subcat4
2711,1620,Persistent 3rdgeneration moratorium,149600,169586,successful,5139,US,USD,2021-07-10,2022-01-12,cat2,subcat8
1210,4998,Cross-platform empowering project,53100,101185,successful,2353,US,USD,2021-04-12,2021-04-21,cat4,subcat4
692,3111,Polarized user-facing interface,5000,6775,successful,78,IT,EUR,2020-12-21,2021-12-01,cat3,subcat3
864,1424,Customer-focused non-volatile framework,9400,968,failed,10,US,USD,2021-02-21,2021-06-16,cat2,subcat2
1349,3244,Synchronized multimedia frame,110800,72623,failed,2201,US,USD,2021-06-08,2021-11-23,cat4,subcat4
1582,4643,Open-architected stable algorithm,93800,45987,failed,676,US,USD,2020-11-30,2021-05-07,cat4,subcat4
2862,6132,Cross-platform optimizing website,1300,10243,successful,174,CH,CHF,2020-09-08,2021-02-13,cat5,subcat11
23,3790,Public-key actuating projection,108700,87293,failed,831,US,USD,2020-12-18,2021-03-14,cat4,subcat4
526,1312,Implemented intangible instruction set,5100,5421,successful,164,US,USD,2021-02-19,2021-04-09,cat5,subcat7
2134,5686,Cross-group interactive architecture,8700,4414,canceled,56,CH,CHF,2021-11-15,2021-12-26,cat4,subcat4
422,2111,Centralized asymmetric framework,5100,10981,successful,161,US,USD,2021-03-07,2021-06-15,cat5,subcat11
988,5685,Down-sized systematic utilization,7400,10451,successful,138,US,USD,2021-04-18,2021-11-18,cat2,subcat2
812,1905,Profound fault-tolerant model,88900,102535,successful,3308,US,USD,2021-09-25,2021-09-28,cat3,subcat3
1589,3271,Multi-channeled bi-directional moratorium,6700,12939,successful,127,AU,AUD,2021-10-07,2021-11-16,cat5,subcat11
2504,4178,Object-based content-based ability,1500,10946,successful,207,IT,EUR,2020-12-01,2021-07-19,cat2,subcat18
1707,3275,Progressive coherent secured line,61200,60994,failed,859,CA,CAD,2021-02-27,2021-11-06,cat2,subcat2
3138,5713,Synchronized directional capability,3600,3174,live,31,US,USD,2020-09-25,2021-05-18,cat5,subcat11
120,3339,Cross-platform composite migration,9000,3351,failed,45,US,USD,2020-03-08,2021-03-25,cat4,subcat4
265,5585,Operative local pricing structure,185900,56774,canceled,1113,US,USD,2021-11-26,2021-12-31,cat4,subcat4
2499,4407,Optional web-enabled extranet,2100,540,failed,6,US,USD,2021-09-23,2022-01-18,cat1,subcat1
127,1941,Reduced 6thgeneration intranet,2000,680,failed,7,US,USD,2021-08-12,2021-10-04,cat4,subcat4
1705,4690,Networked disintermediate leverage,1100,13045,successful,181,CH,CHF,2020-06-09,2021-05-01,cat6,subcat10
415,3607,Optional optimal website,6600,8276,successful,110,US,USD,2021-10-06,2021-12-18,cat2,subcat2
3042,2670,Stand-alone asynchronous functionalities,7100,1022,failed,31,US,USD,2020-12-02,2021-07-02,cat5,subcat7
2098,5261,Profound full-range open system,7800,4275,failed,78,US,USD,2021-02-10,2021-04-14,cat7,subcat21
1015,4121,Optional tangible utilization,7600,8332,successful,185,US,USD,2021-08-12,2021-11-23,cat3,subcat3
2454,4620,Seamless maximized product,3400,6408,successful,121,US,USD,2020-04-11,2021-01-28,cat4,subcat4
662,4630,Devolved tertiary time-frame,84500,73522,failed,1225,GB,GBP,2021-07-13,2021-08-29,cat4,subcat4
751,3440,Centralized regional function,100,1,failed,1,CH,CHF,2021-06-17,2021-07-16,cat2,subcat2
2336,3572,User-friendly high-level initiative,2300,4667,successful,106,US,USD,2020-11-04,2021-10-29,cat8,subcat15
1757,5306,Reverse-engineered zero-defect infrastructure,6200,12216,successful,142,US,USD,2020-09-30,2021-09-07,cat8,subcat15
2779,5122,Stand-alone background customer loyalty,6100,6527,successful,233,US,USD,2020-07-17,2021-07-12,cat4,subcat4
1698,1368,Business-focused discrete software,2600,6987,successful,218,US,USD,2021-05-31,2021-09-19,cat2,subcat2
550,5370,Advanced intermediate Graphic Interface,9700,4932,failed,67,AU,AUD,2021-01-18,2021-06-12,cat5,subcat5
746,5636,Adaptive holistic hub,700,8262,successful,76,US,USD,2020-10-04,2021-07-30,cat5,subcat7
906,6033,Automated uniform concept,700,1848,successful,43,US,USD,2021-05-25,2021-09-11,cat4,subcat4
3098,3599,Enhanced regional flexibility,5200,1583,failed,19,US,USD,2021-01-02,2021-05-11,cat1,subcat1
1052,5566,Public-key bottom-line algorithm,140800,88536,failed,2108,CH,CHF,2020-07-12,2021-03-27,cat5,subcat5
1073,1873,Multi-layered intangible instruction set,6400,12360,successful,221,US,USD,2020-08-19,2021-01-28,cat4,subcat4
1327,3904,Fundamental methodical emulation,92500,71320,failed,679,US,USD,2021-08-01,2021-10-14,cat7,subcat12
1849,4453,Expanded value-added hardware,59700,134640,successful,2805,CA,CAD,2020-12-17,2021-06-11,cat6,subcat10
1550,5481,Diverse high-level attitude,3200,7661,successful,68,US,USD,2020-11-29,2021-03-01,cat7,subcat12
2139,2987,Visionary 24hour analyzer,3200,2950,failed,36,DK,DKK,2021-08-13,2021-12-26,cat2,subcat2
2442,2431,Centralized bandwidth-monitored leverage,9000,11721,successful,183,CA,CAD,2021-03-29,2021-11-27,cat2,subcat2
108,4158,Ergonomic mission-critical moratorium,2300,14150,successful,133,US,USD,2020-12-06,2021-02-27,cat4,subcat4
322,3753,Front-line intermediate moderator,51300,189192,successful,2489,IT,EUR,2020-10-25,2021-04-24,cat6,subcat10
2060,4391,Automated local secured line,700,7664,successful,69,US,USD,2021-11-10,2022-01-12,cat4,subcat4
589,2026,Integrated bandwidth-monitored alliance,8900,4509,failed,47,US,USD,2021-02-02,2021-09-26,cat7,subcat12
198,4547,Cross-group heuristic forecast,1500,12009,successful,279,GB,GBP,2021-02-13,2021-12-04,cat2,subcat2
1485,2798,Extended impactful secured line,4900,14273,successful,210,US,USD,2021-01-08,2021-11-09,cat5,subcat5
2136,4732,Distributed optimizing protocol,54000,188982,successful,2100,US,USD,2020-02-17,2021-01-07,cat2,subcat2
3200,5126,Secured well-modulated system engine,4100,14640,successful,252,US,USD,2021-01-01,2021-04-05,cat2,subcat2
2693,5151,Streamlined national benchmark,85000,107516,successful,1280,US,USD,2020-07-21,2021-03-11,cat6,subcat10
1335,2134,Open-architected 24/7 infrastructure,3600,13950,successful,157,GB,GBP,2020-05-31,2021-05-13,cat5,subcat13
1171,5786,Digitized 6thgeneration Local Area Network,2800,12797,successful,194,US,USD,2021-01-30,2021-09-14,cat4,subcat4
1935,5515,Innovative actuating artificial intelligence,2300,6134,successful,82,AU,AUD,2020-09-30,2021-03-29,cat5,subcat7
1097,4530,Cross-platform reciprocal budgetary management,7100,4899,failed,70,US,USD,2021-02-12,2021-06-29,cat4,subcat4
1307,4088,Vision-oriented scalable portal,9600,4929,failed,154,US,USD,2020-12-17,2021-07-16,cat4,subcat4
1300,3667,Persevering zero administration knowledge user,121600,1424,failed,22,US,USD,2021-09-29,2021-11-21,cat4,subcat4
2587,3286,Front-line bottom-line Graphic Interface,97100,105817,successful,4233,US,USD,2020-05-05,2021-03-12,cat8,subcat15
964,4804,Synergized fault-tolerant hierarchy,43200,136156,successful,1297,DK,DKK,2020-10-28,2021-08-14,cat6,subcat19
1093,5768,Expanded asynchronous groupware,6800,10723,successful,165,DK,DKK,2021-02-01,2021-05-29,cat6,subcat19
1199,6098,Expanded fault-tolerant emulation,7300,11228,successful,119,US,USD,2021-06-15,2021-07-20,cat4,subcat4
2259,2508,Future-proofed 24hour model,86200,77355,failed,1758,US,USD,2020-05-06,2021-02-09,cat3,subcat3
1169,5779,Optimized didactic intranet,8100,6086,failed,94,US,USD,2020-09-02,2021-08-06,cat2,subcat8
2575,1717,Right-sized dedicated standardization,17700,150960,successful,1797,US,USD,2021-06-11,2021-08-22,cat2,subcat18
1889,3368,Vision-oriented high-level extranet,6400,8890,successful,261,US,USD,2021-03-23,2021-09-23,cat4,subcat4
2267,4265,Organized scalable initiative,7700,14644,successful,157,US,USD,2021-09-19,2021-11-01,cat5,subcat5
78,4455,Enhanced regional moderator,116300,116583,successful,3533,US,USD,2021-05-10,2021-11-19,cat4,subcat4
55,2940,Automated even-keeled emulation,9100,12991,successful,155,US,USD,2020-10-11,2021-03-10,cat3,subcat3
725,6144,Reverse-engineered multi-tasking product,1500,8447,successful,132,IT,EUR,2021-03-21,2021-05-25,cat3,subcat9
1927,3657,De-engineered next generation parallelism,8800,2703,failed,33,US,USD,2021-02-22,2021-06-21,cat8,subcat15
398,1537,Intuitive cohesive groupware,8800,8747,canceled,94,US,USD,2021-09-15,2021-10-26,cat5,subcat5
2554,2116,Up-sized high-level access,69900,138087,successful,1354,GB,GBP,2021-11-17,2021-11-28,cat3,subcat3
2293,5102,Phased empowering success,1000,5085,successful,48,US,USD,2021-06-07,2021-11-30,cat3,subcat3
2978,5815,Distributed actuating project,4700,11174,successful,110,US,USD,2021-03-22,2021-06-09,cat1,subcat1
1443,4250,Robust motivating orchestration,3200,10831,successful,172,US,USD,2020-02-01,2021-02-08,cat5,subcat7
342,4533,Vision-oriented uniform instruction set,6700,8917,successful,307,US,USD,2021-03-27,2021-10-09,cat2,subcat8
1719,3329,Cross-group upward-trending hierarchy,100,1,failed,1,US,USD,2020-04-04,2021-03-11,cat2,subcat2
2004,3606,Object-based needs-based info-mediaries,6000,12468,successful,160,US,USD,2021-10-23,2021-11-20,cat2,subcat6
784,4749,Open-source reciprocal standardization,4900,2505,failed,31,US,USD,2020-09-28,2021-03-31,cat7,subcat12
3061,2222,Secured well-modulated projection,17100,111502,successful,1467,CA,CAD,2020-09-09,2021-09-05,cat2,subcat8
559,1939,Multi-channeled secondary middleware,171000,194309,successful,2662,CA,CAD,2021-07-15,2021-10-23,cat6,subcat14
978,2456,Horizontal clear-thinking framework,23400,23956,successful,452,AU,AUD,2021-04-06,2021-07-20,cat4,subcat4
1387,2794,Profound composite core,2400,8558,successful,158,US,USD,2021-06-29,2021-10-21,cat1,subcat1
499,2648,Programmable disintermediate matrices,5300,7413,successful,225,CH,CHF,2021-08-30,2021-12-03,cat5,subcat13
1439,2545,Realigned 5thgeneration knowledge user,4000,2778,failed,35,US,USD,2021-02-16,2022-01-17,cat1,subcat1
3130,3273,Multi-layered upward-trending groupware,7300,2594,failed,63,US,USD,2020-10-31,2021-11-12,cat4,subcat4
1526,6155,Re-contextualized leadingedge firmware,2000,5033,successful,65,US,USD,2021-02-02,2021-09-17,cat3,subcat9
1229,6064,Devolved disintermediate analyzer,8800,9317,successful,163,US,USD,2020-12-26,2021-09-07,cat4,subcat4
780,1729,Profound disintermediate open system,3500,6560,successful,85,US,USD,2021-05-12,2021-08-12,cat4,subcat4
936,4969,Automated reciprocal protocol,1400,5415,successful,217,US,USD,2020-08-22,2021-08-03,cat5,subcat20
2820,3402,Automated static workforce,4200,14577,successful,150,US,USD,2021-01-25,2021-02-21,cat5,subcat13
3118,2810,Horizontal attitude-oriented help-desk,81000,150515,successful,3272,US,USD,2021-07-01,2021-10-21,cat4,subcat4
750,2217,Versatile 5thgeneration matrices,182800,79045,canceled,898,US,USD,2021-06-28,2021-12-17,cat8,subcat15
2948,5140,Cross-platform next generation service-desk,4800,7797,successful,300,US,USD,2021-11-23,2022-01-14,cat1,subcat1
1818,4497,Front-line web-enabled installation,7000,12939,successful,126,US,USD,2020-09-23,2021-04-29,cat4,subcat4
1715,5100,Multi-channeled responsive product,161900,38376,failed,526,US,USD,2020-06-08,2021-04-07,cat5,subcat7
2667,3390,Adaptive demand-driven encryption,7700,6920,failed,121,US,USD,2020-05-11,2021-03-18,cat4,subcat4
2818,1926,Re-engineered client-driven knowledge user,71500,194912,successful,2320,US,USD,2021-03-16,2021-06-26,cat4,subcat4
175,3264,Compatible logistical paradigm,4700,7992,successful,81,AU,AUD,2021-08-22,2021-10-12,cat5,subcat23
2701,2573,Intuitive value-added installation,42100,79268,successful,1887,US,USD,2020-07-17,2021-04-11,cat8,subcat15
338,3628,Managed discrete parallelism,40200,139468,successful,4358,US,USD,2020-03-21,2021-03-07,cat8,subcat15
1372,3826,Implemented tangible approach,7900,5465,failed,67,US,USD,2020-12-25,2021-12-16,cat2,subcat2
399,5983,Re-engineered encompassing definition,8300,2111,failed,57,CA,CAD,2021-12-29,2022-01-16,cat8,subcat15
2734,5678,Multi-lateral uniform collaboration,163600,126628,failed,1229,US,USD,2020-11-08,2021-01-22,cat1,subcat1
2663,2093,Enterprise-wide foreground paradigm,2700,1012,failed,12,IT,EUR,2020-09-07,2021-07-05,cat2,subcat17
2951,5333,Stand-alone incremental parallelism,1000,5438,successful,53,US,USD,2021-02-27,2021-03-03,cat6,subcat10
733,5139,Persevering 5thgeneration throughput,84500,193101,successful,2414,US,USD,2021-01-11,2021-06-17,cat2,subcat6
374,3173,Implemented object-oriented synergy,81300,31665,failed,452,US,USD,2020-12-24,2021-12-18,cat4,subcat4
1949,3333,Balanced demand-driven definition,800,2960,successful,80,US,USD,2021-01-18,2021-09-25,cat4,subcat4
48,2262,Customer-focused mobile Graphic Interface,3400,8089,successful,193,US,USD,2020-06-26,2021-06-10,cat5,subcat13
3020,1531,Horizontal secondary interface,170800,109374,failed,1886,US,USD,2020-05-17,2021-04-25,cat4,subcat4
749,4881,Virtual analyzing collaboration,1800,2129,successful,52,US,USD,2020-06-12,2021-04-30,cat4,subcat4
1336,3928,Multi-tiered explicit focus group,150600,127745,failed,1825,US,USD,2021-02-01,2022-01-16,cat2,subcat8
2390,1803,Multi-layered systematic knowledgebase,7800,2289,failed,31,US,USD,2021-03-13,2021-12-08,cat4,subcat4
851,2321,Reverse-engineered uniform knowledge user,5800,12174,successful,290,US,USD,2021-10-26,2021-11-09,cat4,subcat4
2394,6234,Secured dynamic capacity,5600,9508,successful,122,US,USD,2020-12-13,2021-04-30,cat2,subcat6
1062,1422,Devolved foreground throughput,134400,155849,successful,1470,US,USD,2021-07-11,2021-09-17,cat2,subcat8
1024,2660,Synchronized demand-driven infrastructure,3000,7758,successful,165,CA,CAD,2020-12-13,2021-08-15,cat5,subcat5
1261,5361,Realigned discrete structure,6000,13835,successful,182,US,USD,2020-11-02,2021-09-04,cat6,subcat19
2029,3420,Progressive grid-enabled website,8400,10770,successful,199,IT,EUR,2020-10-04,2021-07-20,cat5,subcat5
267,4337,Organic cohesive neural-net,1700,3208,successful,56,GB,GBP,2020-12-05,2021-12-04,cat5,subcat20
3140,2338,Integrated demand-driven info-mediaries,159800,11108,failed,107,US,USD,2021-03-25,2021-10-04,cat4,subcat4
2599,4140,Reverse-engineered client-server extranet,19800,153338,successful,1460,AU,AUD,2020-06-20,2021-05-23,cat1,subcat1
1505,2373,Organized discrete encoding,8800,2437,failed,27,US,USD,2020-11-10,2021-03-17,cat4,subcat4
2736,1344,Balanced regional flexibility,179100,93991,failed,1221,US,USD,2020-05-11,2021-06-01,cat5,subcat5
2444,2141,Implemented multimedia time-frame,3100,12620,successful,123,CH,CHF,2020-08-19,2021-06-02,cat2,subcat18
212,3415,Enhanced uniform service-desk,100,2,failed,1,US,USD,2020-09-23,2021-06-06,cat3,subcat3
1226,5696,Versatile bottom-line definition,5600,8746,successful,159,US,USD,2021-05-01,2022-01-18,cat2,subcat2
2381,1798,Integrated bifurcated software,1400,3534,successful,110,US,USD,2021-01-11,2021-07-02,cat3,subcat3
2510,1657,Assimilated next generation instruction set,41000,709,live,14,US,USD,2020-02-15,2021-02-23,cat6,subcat10
182,3651,Digitized foreground array,6500,795,failed,16,US,USD,2020-06-16,2021-05-25,cat6,subcat16
1340,3574,Re-engineered clear-thinking project,7900,12955,successful,236,US,USD,2020-08-29,2021-10-06,cat4,subcat4
663,6063,Implemented even-keeled standardization,5500,8964,successful,191,US,USD,2020-10-11,2021-07-04,cat5,subcat5
167,2404,Quality-focused asymmetric adapter,9100,1843,failed,41,US,USD,2020-11-21,2021-11-18,cat4,subcat4
3143,2705,Networked intangible help-desk,38200,121950,successful,3934,US,USD,2021-02-04,2021-08-06,cat7,subcat12
1571,5059,Synchronized attitude-oriented frame,1800,8621,successful,80,CA,CAD,2020-08-19,2021-04-27,cat4,subcat4
1216,5466,Proactive incremental architecture,154500,30215,canceled,296,US,USD,2020-11-27,2021-06-29,cat4,subcat4
237,5821,Cloned responsive standardization,5800,11539,successful,462,US,USD,2020-09-08,2021-04-12,cat3,subcat3
1524,5385,Reduced bifurcated pricing structure,1800,14310,successful,179,US,USD,2020-08-26,2021-08-05,cat5,subcat7
218,3506,Re-engineered asymmetric challenge,70200,35536,failed,523,AU,AUD,2021-02-21,2021-03-13,cat5,subcat7
2508,5427,Diverse client-driven conglomeration,6400,3676,failed,141,GB,GBP,2021-02-26,2021-05-02,cat4,subcat4
1873,6142,Configurable upward-trending solution,125900,195936,successful,1866,GB,GBP,2021-01-30,2021-06-11,cat5,subcat20
1378,2873,Persistent bandwidth-monitored framework,3700,1343,failed,52,US,USD,2020-07-07,2021-07-27,cat8,subcat15
2488,3916,Polarized discrete product,3600,2097,live,27,GB,GBP,2020-11-13,2021-03-21,cat5,subcat13
2924,1687,Seamless dynamic website,3800,9021,successful,156,CH,CHF,2020-06-16,2021-01-24,cat6,subcat16
316,1542,Extended multimedia firmware,35600,20915,failed,225,AU,AUD,2020-11-18,2021-11-16,cat4,subcat4
531,3087,Versatile directional project,5300,9676,successful,255,US,USD,2020-09-03,2021-04-30,cat5,subcat11
435,3857,Profound directional knowledge user,160400,1210,failed,38,US,USD,2021-02-19,2021-07-23,cat3,subcat3
1381,5921,Ameliorated logistical capability,51400,90440,successful,2261,US,USD,2020-10-13,2021-02-22,cat2,subcat22
2606,3144,Sharable discrete definition,1700,4044,successful,40,US,USD,2020-07-15,2021-07-29,cat4,subcat4
2402,2676,User-friendly next generation core,39400,192292,successful,2289,IT,EUR,2021-12-08,2022-01-01,cat4,subcat4
761,3646,Profit-focused empowering system engine,3000,6722,successful,65,US,USD,2020-12-17,2021-07-03,cat4,subcat4
1447,1321,Synchronized cohesive encoding,8700,1577,failed,15,US,USD,2021-11-23,2021-12-06,cat1,subcat1
1724,1399,Synergistic dynamic utilization,7200,3301,failed,37,US,USD,2020-04-21,2021-04-24,cat4,subcat4
1050,3169,Triple-buffered bi-directional model,167400,196386,successful,3777,IT,EUR,2021-03-07,2021-03-22,cat3,subcat3
443,2058,Polarized tertiary function,5500,11952,successful,184,GB,GBP,2020-10-14,2021-06-06,cat4,subcat4
974,1300,Configurable fault-tolerant structure,3500,3930,successful,85,US,USD,2021-08-05,2022-01-02,cat4,subcat4
534,2075,Digitized 24/7 budgetary management,7900,5729,failed,112,US,USD,2021-06-03,2021-06-18,cat4,subcat4
289,2984,Stand-alone zero tolerance algorithm,2300,4883,successful,144,US,USD,2021-01-31,2021-06-07,cat2,subcat2
2046,4768,Implemented tangible support,73000,175015,successful,1902,US,USD,2021-01-29,2021-07-16,cat4,subcat4
2614,3682,Reactive radical framework,6200,11280,successful,105,US,USD,2020-12-26,2021-04-22,cat4,subcat4
2652,5901,Object-based full-range knowledge user,6100,10012,successful,132,US,USD,2021-02-11,2021-06-13,cat4,subcat4
1303,3540,Enhanced composite contingency,103200,1690,failed,21,US,USD,2020-09-08,2021-01-11,cat4,subcat4
2638,2225,Cloned fresh-thinking model,171000,84891,canceled,976,US,USD,2021-11-08,2022-01-26,cat5,subcat5
2865,1485,Total dedicated benchmark,9200,10093,successful,96,US,USD,2020-07-20,2021-04-25,cat6,subcat14
640,5343,Streamlined human-resource Graphic Interface,7800,3839,failed,67,US,USD,2020-09-14,2021-04-07,cat7,subcat12
910,5594,Upgradable analyzing core,9900,6161,live,66,CA,CAD,2021-04-27,2021-11-24,cat3,subcat3
333,2482,Profound exuding pricing structure,43000,5615,failed,78,US,USD,2020-05-18,2021-05-17,cat4,subcat4
1722,2706,Horizontal optimizing model,9600,6205,failed,67,AU,AUD,2021-03-14,2021-06-20,cat4,subcat4
1437,4861,Synchronized fault-tolerant algorithm,7500,11969,successful,114,US,USD,2020-09-16,2021-07-10,cat1,subcat1
806,2961,Streamlined 5thgeneration intranet,10000,8142,failed,263,AU,AUD,2020-12-20,2021-01-31,cat8,subcat15
1563,3043,Cross-group clear-thinking task-force,172000,55805,failed,1691,US,USD,2021-04-08,2021-12-18,cat8,subcat15
878,6103,Public-key bandwidth-monitored intranet,153700,15238,failed,181,US,USD,2021-02-17,2021-06-05,cat4,subcat4
2968,4708,Upgradable clear-thinking hardware,3600,961,failed,13,US,USD,2021-09-09,2021-10-21,cat4,subcat4
1876,4395,Integrated holistic paradigm,9400,5918,canceled,160,US,USD,2021-05-09,2021-06-18,cat5,subcat5
2686,4912,Seamless clear-thinking conglomeration,5900,9520,successful,203,US,USD,2021-02-22,2021-02-28,cat3,subcat3
513,2030,Persistent content-based methodology,100,5,failed,1,US,USD,2021-04-22,2021-08-20,cat4,subcat4
3165,5235,Re-engineered 24hour matrix,14500,159056,successful,1559,US,USD,2020-04-26,2021-02-28,cat2,subcat2
1847,5001,Virtual multi-tasking core,145500,101987,canceled,2266,US,USD,2020-07-20,2021-07-24,cat5,subcat5
1994,4093,Streamlined fault-tolerant conglomeration,3300,1980,failed,21,US,USD,2021-03-07,2021-09-06,cat5,subcat23
201,2576,Enterprise-wide client-driven policy,42600,156384,successful,1548,AU,AUD,2021-07-19,2021-12-03,cat3,subcat3
960,6122,Function-based next generation emulation,700,7763,successful,80,US,USD,2021-04-20,2021-05-15,cat4,subcat4
1475,2813,Re-engineered composite focus group,187600,35698,failed,830,US,USD,2020-08-17,2021-08-05,cat5,subcat23
